id	M_ZT0	M_ZT0.1	M_ZT0.2	M_ZT4	M_ZT4.1	M_ZT4.2	M_ZT8	M_ZT8.1	M_ZT8.2	M_ZT12	M_ZT12.1	M_ZT12.2	M_ZT16	M_ZT16.1	M_ZT16.2	M_ZT20	M_ZT20.1	M_ZT20.2	F_ZT0	F_ZT0.1	F_ZT0.2	F_ZT4	F_ZT4.1	F_ZT4.2	F_ZT8	F_ZT8.1	F_ZT8.2	F_ZT12	F_ZT12.1	F_ZT16	F_ZT16.1	F_ZT16.2	F_ZT20	F_ZT20.1	F_ZT20.2
AGAP006444-RA	533.681534428814	662.230337714344	752.327841067147	452.239171360387	513.717263379155	512.787098584044	608.77789475461	576.214178300826	850.014676752094	914.344724736768	777.672218744379	661.206404285192	505.764243938387	595.994314158476	1018.08421826002	538.290710134741	453.182978692703	518.604577264994	326.070182890779	667.302618303288	352.403749228406	291.233936047877	385.677633386495	436.391614719888	496.716987757333	537.17792399723	469.006995292854	613.748853983406	348.526004353944	429.625141310181	503.466694931747	634.109308897092	329.565866867125	483.45205528138	382.652191802497
AGAP006448-RA	519.737361320222	549.191020249509	507.780670266703	395.859221615193	406.551079296749	445.974447302735	508.881908163602	480.178481917355	458.37568312458	456.70346763775	477.586848081352	446.027068925398	456.441780479933	335.771444596324	442.085474202284	492.151506408906	333.474267339913	449.091441688029	436.667087029172	517.433013864681	306.145500523007	317.824860643553	360.940292469577	305.658261786926	364.162014484848	396.68523618257	375.928535726064	268.823974691605	251.713225366737	399.155273132154	467.438803000851	413.789885257878	292.623380315648	400.098252646659	392.8021173145
AGAP006448-RC	347.336675614002	330.114820915005	406.224536213362	281.899748725971	503.510960133212	315.689777304183	352.574070321202	248.0922156573	341.586476504716	331.039679827774	217.708994402588	211.001095838245	277.543353698421	272.814298734514	357.960471344374	403.534940522778	305.684745061587	283.54042143236	347.045457813578	412.414896885802	296.893850781927	296.298874066101	203.520850271008	301.975632126842	279.676427124363	242.969707161824	216.881847534268	170.979954491352	159.741085328891	234.617984970808	249.423867213893	238.481956770762	330.538037565848	347.307510978003	316.677675974481
AGAP006451-RA	386.633890738214	383.13326184984	433.035355603444	404.25623540703	432.066837411608	319.865568009265	317.316663289082	340.571034396939	411.835623343732	442.636625718723	463.857452037946	390.665395264869	318.506077587645	320.66172958949	512.475782716046	404.999677148995	278.964050563197	388.724771318558	255.516985423184	363.187654551953	231.291243526997	232.987148838302	259.74207962764	268.831965186091	326.289164978424	304.95177531535	275.620681241466	303.415294964422	262.604663002798	341.262523593903	381.526137627177	405.893131722422	223.599260706309	389.910565657971	294.347839848075
AGAP006452-RA	83.665038651548	49.0170491661675	140.553689529823	46.7833625545228	45.9283646067457	132.790144421601	110.473208700643	64.0237975889807	116.789206619864	121.912629964902	73.5503359468202	50.1388742585928	81.9254477784495	47.8474308549762	68.6734717207432	101.066827208972	428.599939754184	100.61111728245	459.549205126771	342.402818899884	515.569208298361	425.454793530812	311.465610635741	455.725420435326	311.72268439903	331.397457727522	709.384376310001	356.784760528196	361.837761464685	461.110671760809	326.098611579645	530.661837582622	314.011135687556	37.0461345043203	536.931059584937
AGAP006452-RB	147.047643690599	149.051843382836	116.992666429448	107.961605895053	73.145173262595	245.536493458809	200.967220083085	96.9249157944291	208.113097510585	188.495681714965	92.1830877200146	232.936853326379	112.856484184599	125.914291723622	134.771688251958	135.488137925071	349.506684038948	217.685871938393	311.76885907978	292.081637847505	486.132140940379	528.019788399847	461.014080724382	477.821198395826	319.005924688727	357.843140139693	789.811394770626	332.076674619041	285.59769801226	358.528782228118	242.033530407555	523.554759400712	208.04452952674	87.9845694477607	408.027005582504
AGAP006452-RC	16.4794773101534	69.0240080095011	15.4365323761078	29.9893349708479	35.7220613608022	73.4939164094395	30.5564194278376	16.8951688082032	72.8834898454792	17.8179997641011	31.3814766706433	118.03526648377	0	53.7234311354119	42.0625014289552	25.6328909587972	29.9271778381974	59.4520238487207	37.1834419085976	36.0999777114893	109.337678758217	58.2467872095754	112.442458713264	73.6525932016688	93.2254757081211	97.5184538948817	221.400219357899	107.727254563915	119.805813996668	100.550564987489	12.9330894110907	133.455134749201	38.8868279489233	56.4953551190884	78.1544264424199
AGAP006456-RA	913.977164663122	800.278353733346	909.942961117932	952.46127867413	891.350483479064	1035.59609486028	895.538138615854	802.075908684175	856.161477100508	811.187883997236	737.464701760117	1023.6686827796	948.830441107552	741.215463946386	654.114818140079	799.746197914472	1085.92902441459	983.245009805765	1503.5458433297	877.338852261044	2277.58795444039	1696.75423610502	1405.5307339158	1902.99887684812	1277.48034681285	1075.18227556984	1904.04188647793	1491.38006547659	1579.25845722881	1537.71268071776	933.030021800117	1235.05225294527	1419.3692201357	862.248780588055	1638.19797763722
AGAP006459-RA	8014.09658113767	8823.06884991014	8685.08058424169	7728.85140868693	8685.56406229791	9437.28699348484	9323.23366619366	10653.7377626886	8761.82483949628	9846.78934331904	11302.2349571614	11069.2010524647	11554.8320325891	9925.40390226735	8144.67374608014	9928.71722081181	11969.802307499	9676.04554300948	10541.9824918811	9103.75801560649	11339.9994053618	10971.9219819776	10462.7707832692	11164.812471958	13038.4567666155	11437.7576432641	11198.332727686	12488.4549419232	12894.2520013586	12799.3759593166	11141.8565276547	9256.57449426116	12089.9148093203	9866.3117718631	13074.1190520105
AGAP006467-RA	2615.16628391126	2394.83297354704	3448.03386337902	5162.96390858118	4523.09338849395	6042.36915025335	1667.67535261929	2322.64110142247	2970.66079695489	522.348729926544	488.374230686886	647.627125840157	998.988878522929	922.532044028401	1121.95284423764	1514.53767150836	3194.72623422757	1682.94959817917	5084.59732560387	3395.58578231706	5639.30104672187	8687.63493575863	7579.74614186112	11719.0482358005	6048.00273656436	4265.192716538	6077.21010278313	2674.40321880692	2253.31743092723	2519.85809832283	2902.55478068908	2031.0450093192	3056.50467678537	1399.4177309007	4216.27905768587
AGAP006469-RA	102.679820163263	85.0295750841681	79.620009097819	76.7726975253707	96.9598808364631	64.3071768582595	62.2880857567458	63.1345781780226	51.8087457937744	52.5162098310349	49.0335572978801	54.3171137801422	76.9096040369117	68.8331461422465	84.1250028579104	57.1247284224623	111.158089113304	84.1474799089585	151.59403239659	87.5150974823984	143.821100520424	107.629932887259	114.691307887529	82.8591673518774	84.4855873604848	75.2049093596122	90.3674364726117	93.8907264547884	133.117571107409	79.2216572628703	88.6840416760508	112.923575557016	85.5510214876313	85.2061093599367	116.72414338803
AGAP006470-RA	27.8883462171827	34.0118300336672	36.5602082592026	33.5880551673497	56.1346678526892	40.0875907687852	43.484135339615	30.2334599725742	28.0996587356064	20.6313681479066	30.4008055246857	22.9803173685217	27.5871405784575	37.7742875170865	49.7882669975388	24.9005226456887	27.7895222783261	39.3298003922306	40.9971282581974	37.1939164300193	48.7814259075121	56.9805527050194	57.3456539437646	36.8262966008344	39.3294975643636	33.0571030152141	45.1837182363058	31.6263499637182	43.565750544243	40.626490904036	31.4089314269346	37.1147416166417	54.4415591284926	40.7507479547523	51.7646201112132
AGAP006479-RA	253.530420156206	295.102642939171	417.598823227336	235.116386171448	210.930267082832	213.800484100188	303.213700476234	260.541287410713	427.64168138251	480.148204169462	359.90631056644	361.417718614023	351.945035864563	408.801733796025	711.628850706201	484.095454964712	264.000461644098	328.358100949088	223.100651451586	315.054350936634	195.966762697419	146.883202528494	182.156783115488	251.339474300695	313.179332456969	240.490424435683	242.184729746599	261.905710637041	280.757059062899	346.340834956907	425.868158465202	560.669501017354	270.263454245017	334.341363901491	336.977526998486
AGAP006480-RA	24.0853899148396	29.0100903228338	25.1859212452285	49.1825093521906	45.9283646067457	95.2080280758648	32.9069132299789	28.4550211506581	30.7340017420695	15.0046313802957	0	0	0	0	0	12.4502613228443	52.3725612168454	7.31717216599639	81.9942565163947	48.1333036153191	196.80782176479	135.487091987491	161.9171405471	230.164353755215	84.4855873604848	51.2385096735819	203.326732063376	141.330251400366	73.8197439777451	45.7048022670405	24.0185946205971	87.6539642435581	94.300557776139	0	131.949031656034
AGAP006480-RB	0	0	8.93693979669397	20.3927477801766	45.9283646067457	61.8017024352105	0	5.33531646574839	19.3185153807294	0	1.96134229191521	30.2922365312331	11.7036353969213	23.5040011217427	12.0178575511301	0	21.3765555987124	8.23181868674594	56.2518736565964	27.3484679632495	194.284644562678	113.961105410039	106.820335777601	165.718334703755	87.3988834763636	79.3370472365139	159.950362556523	81.0425217820279	0	65.0023854464576	34.1803077293112	80.546886061648	38.8868279489233	12.9661470765121	37.5547243944095
AGAP006494-RA	17.7471294109344	8.00278353733346	12.1867360864009	9.59658719067134	17.0105054099058	9.18673955117993	16.4534566149894	14.227510575329	9.65925769036471	16.8802103028326	14.710067189364	5.22279940193675	13.3755833107673	17.628000841307	14.5931127406579	16.1121028883868	533.345062187874	3.6585860829982	658.814316893358	75.4817715785686	613.132060113385	1600.52041375877	193.401028986814	39.588268845897	18.9364247532121	7.43784817842318	697.636609568562	11.8598812363943	1345.69762792217	14.2192718164126	16.6282578142595	682.279505463371	13.6103897821232	19.4492206147682	25.3748137800065
AGAP006495-RA	3.80295630234309	0	0	0	1.70105054099058	3.34063256406543	1.17524690107067	0.889219410958065	1.7562286709754	0	0	2.0891197607747	1.67194791384591	0	0	0	17.1012444789699	0	20.9752749227987	5.4696935926499	25.231772021127	34.1883316230116	6.74654752279584	0	0	0	27.1102309417835	0.988323436366194	26.6235142214818	0	0	22.1109098992759	0	0	0
AGAP006496-RA	11.4088689070293	21.0073067855003	22.7485740279483	11.9957339883392	13.6084043279246	19.2086372433762	32.9069132299789	16.8951688082032	20.1966297162171	37.5115784507392	30.4008055246857	26.1139970096837	10.0316874830754	29.3800014021784	21.4604599127322	16.8444712014953	7.48179445954934	9.14646520749549	19.0684317479988	14.2212033408897	11.7748269431926	5.06493801822395	8.99539669706112	6.44460190514602	14.5664805793939	5.78499302766247	8.13306928253505	16.8014984182253	12.1015973734008	9.14096045340811	14.7806736126751	19.7418838386392	12.6382190834001	20.3753739773762	11.1649180632028
AGAP006497-RA	44.367823527336	32.0111341493339	26.8108193900819	75.5731241265368	107.166184082407	111.076032755176	48.1851229438977	96.9249157944291	79.9084045293808	41.2627362958131	35.3041612544737	40.7378353351066	25.9151926646116	15.1097150068346	15.4515311371672	18.3092078277123	29.9271778381974	14.6343443319928	14.3013238109991	4.37575487411992	27.7549492232396	63.3117252277993	47.2258326595709	30.3816946956884	34.9595533905454	28.9249651383124	52.4131131541148	33.6029968364506	20.5727155347814	9.14096045340811	12.0092973102985	23.6902606063671	13.6103897821232	18.5230672521601	7.10494785840181
AGAP006508-RA	224.374421838242	264.091856732004	255.921457814418	190.732170414593	212.631317623823	248.041967881858	293.811725267669	243.64611860251	320.511732453011	172.5532608734	215.747652110673	223.535814402893	180.570374695358	260.222869562151	349.376287379281	257.06127790108	123.984022472532	238.722741915632	186.870631130388	226.445314735706	85.7880248718316	130.422153969267	143.926347152978	186.893455249235	141.294861620121	166.111942651451	154.528316368166	236.20930129152	130.697251632729	167.584274979149	202.310470073491	198.208513739938	146.797775507185	222.276807025922	173.563726255244
AGAP006517-RA	281.418766373389	361.125607122173	388.350656619974	249.511266957455	224.538671410757	241.360702753727	376.079008342616	320.118987944904	381.97973593715	271.958943767859	354.022283690695	228.75861380483	281.723223483035	346.684016545705	392.297207204745	404.267308835887	396.535106356115	316.467696179344	261.237514947583	385.066428922553	237.178656998593	179.80529964695	292.350392654486	278.0385393363	230.150393154424	284.291085930842	301.827237818523	232.256007546056	262.604663002798	232.586660425606	341.803077293112	247.168385659763	272.207795642463	349.159817703219	299.422802604076
AGAP006520-RA	116.623993271855	105.036533927502	98.3063377636337	178.736436426254	163.300851935096	140.306567690748	136.328640524198	117.376962246465	155.426237381323	105.970209123338	106.893154909379	119.079826364158	99.4809008738315	99.8920047674065	133.913269855449	99.6020905827547	71.6114612556865	114.330815093694	57.2052952439963	113.769626727118	97.5628518150242	110.162401896371	88.8295423834785	141.781241913212	83.0289393025454	67.767061181189	122.899713602752	91.914079582056	93.1822997751864	88.3626177162784	96.0743784823883	113.713250910562	71.9406317055081	81.5014959095046	81.1994040960206
AGAP006528-RA	305.504156288228	433.150658958174	450.909235196832	223.120652183109	370.829017935947	317.360093586216	452.47005691221	268.544262109336	461.010026131043	303.843785450988	309.892082122602	267.407329379162	397.087629538403	349.202302380177	569.989815282168	433.562041360226	365.539100737982	300.004058805852	266.004622884583	439.763364849052	224.56277098803	286.168998029653	327.207554855598	269.752622601112	335.02905332606	334.703168029043	366.891792078803	233.244330982422	215.408433246535	323.996264959687	338.107908889944	444.587224046155	308.178111495217	377.870571944067	221.268376161656
AGAP006529-RA	180.006598310906	209.072719912837	167.364508919905	218.322358587773	246.652328443634	182.899632882582	199.791973182015	185.846856890236	199.331954155708	151.921892725494	177.501477418326	197.421817393209	128.739989366135	124.23543450064	141.639035424033	169.90944864117	206.283761527575	180.185364587661	208.799327640587	143.305972127427	212.787944044837	187.402706674286	220.387219077997	242.132900150486	218.497208690909	193.384052639003	197.90468587502	208.536245073267	197.256037186434	240.711958606413	180.139459654478	172.149227072934	240.126162584601	179.673752345953	228.373324020058
AGAP006532-RA	174.935989907782	157.054626920169	158.427569123211	107.961605895053	105.465133541416	163.690995639206	222.121664302358	168.951688082032	155.426237381323	174.428839795937	150.042685331513	149.372062895391	141.279598719979	191.389723419905	198.294649593646	112.784720218708	90.8503612945277	123.477280301189	72.4600406423953	191.439275742747	64.7615481875592	88.6364153189191	123.68670458459	96.6690285771903	107.791956287515	104.956302073305	136.454829073644	97.8440202002532	94.3924595125265	89.3782799888793	135.797438816453	174.518253133571	99.1614112697544	121.326090501649	108.604202978428
AGAP006533-RA	76.0591260468618	76.0264436046679	54.4340878525906	69.5752571323672	85.052527049529	90.1970792297666	58.7623450535337	51.5747258355678	36.0026877549957	58.1429465986458	48.0528861519225	79.3865509094386	77.7455779938347	71.3514319767189	65.239798134706	62.2513066142217	80.1620834951715	80.4888938259603	126.805071124192	72.1999554229787	72.3310797938973	108.896167391815	107.944760364733	85.62113959694	72.8324028969696	60.3292130027658	100.307854484599	47.4395249455773	94.3924595125265	107.660200895695	95.1505863815961	78.1778600010113	112.771801051878	75.0184223712486	88.3043519544225
AGAP006536-RA	88.7356470546721	55.0191368191676	71.4955183735518	82.7705645195403	98.6609313774537	70.153283845374	78.7415423717352	74.6944305204775	86.0552048777947	83.4632620528947	103.951141471506	121.168946124933	91.9571352615249	64.6360030847924	60.0892877556503	56.3923601093538	48.0972500971029	54.8787912449729	68.6463542927956	74.3878328600386	60.5562528507047	45.5844421640155	46.1014080724382	53.3981300712099	83.0289393025454	61.1556405781461	56.9314849777453	46.4512015092111	73.8197439777451	74.1433458998657	44.3420208380254	48.1701965662797	69.0241196093389	79.6491891842886	49.7346350088126
AGAP006540-RA	77.3267781476428	45.0156573975007	56.058985997444	53.9808029475263	34.0210108198116	55.1204373070796	72.8653078663818	57.7992617122743	50.052517122799	63.7696833662567	71.588993654905	78.3419910290512	65.2059686399904	51.2051453009395	65.239798134706	62.9836749273302	34.2024889579398	53.9641447242234	28.6026476219982	65.6363231117988	26.9138901558687	21.5259865774518	21.3640671555202	36.8262966008344	27.6763131008485	57.0235027012444	30.724928400688	45.4628780728449	38.7251115948827	38.5951663588342	37.87547613248	64.7533789907366	59.302412622108	54.6430483938724	48.7196424576124
AGAP006548-RA	294.095287381199	280.097423806671	355.852693722905	277.101455130635	248.353378984625	293.975665637758	166.885059952036	182.289979246403	158.060580387786	121.912629964902	189.269531169817	211.001095838245	315.162181759953	293.800014021784	203.445159972702	297.341535122047	752.454757074676	481.104069914263	836.150732149746	565.56631748	1636.70094510377	711.623791560465	703.889791545032	767.828284127397	422.427936802424	407.428794662514	778.063628029186	567.297652474195	726.09584240405	820.655116261528	493.304981823032	832.31782263703	596.912809015973	359.347504691907	866.80363872502
AGAP006549-RA	3.80295630234309	6.0020876530001	2.43734721728017	7.1974403930035	3.40210108198116	2.50547442304907	3.52574070321202	8.89219410958065	1.7562286709754	3.75115784507392	6.86469802170322	1.04455988038735	5.01584374153772	0.839428611490811	6.00892877556503	3.66184156554245	12.8259333592274	7.31717216599639	16.208166985799	9.84544846676982	18.5032994821598	12.6623450455599	21.3640671555202	12.889203810292	4.36994417381818	9.09070332918389	18.9771616592484	11.8598812363943	18.1523960601012	16.2505963616144	4.61896050396098	7.89675353545569	7.77736558978466	7.40922690086406	10.1499255120026
AGAP006569-RA	2250.08247888633	2149.7477277162	2350.41516653051	2425.53741244218	1695.94738936761	3209.51273592586	2238.84534653964	1713.52580491619	2108.35251950597	2468.26186205864	2122.17235985225	2675.117853672	2848.1632712365	3005.99385774859	2779.55876789708	2354.5641266438	2048.94285413658	3187.54312481218	2391.18134119905	1938.45940923512	2302.81972646152	2188.05322387275	1434.76577318125	2030.049600121	1686.79845109382	1521.45316627523	1900.42718901902	2077.45586324174	1521.17078983648	2568.60988740768	2213.4058734981	2924.16783417924	2390.56774816006	2139.4142676245	2146.70924578855
AGAP006571-RA	621.149529382705	609.21189677951	593.087822871509	478.629786134733	438.87103957557	542.017633519616	582.922462931055	577.103397711784	583.946033099321	719.284516792924	732.561346030329	488.85402402128	545.890993870689	609.425171942329	656.690073329607	597.612543496528	411.498695275214	492.994474684007	340.371506701778	550.25117542058	334.741508813618	331.753440193669	356.442594121047	324.992067502364	380.185143122182	438.833042526968	469.006995292854	413.119196401069	389.671435423507	468.220307669015	551.503884172941	551.193396774807	442.337667919003	514.015116247444	419.191923645707
AGAP006573-RA	304.236504187447	384.133609792006	347.728202998638	314.288230494486	348.715360903069	445.139289161719	474.799748032553	379.696688479094	411.835623343732	447.325573025065	446.205371410709	472.141065935082	341.077374424565	365.151445998503	447.23598458134	407.929150401429	437.150561993669	357.626789613074	530.102402594366	363.187654551953	577.807579283807	430.519731549036	439.650013568862	481.50382805591	506.913524162909	437.180187376207	634.379404037734	614.737177419773	635.333862103544	527.128719479867	481.295684512734	536.979240410987	412.200376258587	351.012124428435	466.896573552119
AGAP006574-RA	1005.24811591936	932.324282099349	1009.06174795399	933.268104292787	984.908263233546	1000.5194529376	1058.89745786468	858.985950985491	1134.52372145011	1095.33809076159	948.308998141002	1136.48114986144	981.433425427547	945.196616538653	1209.51152068159	871.518292599104	688.325090278539	851.53591081783	795.153603891549	949.538807684023	743.496215555874	748.344592192588	652.166260536931	906.847553795547	872.532186705696	776.015493282152	782.581999852817	814.378511565744	801.125746119135	782.059949902693	921.020724489819	978.40776304296	781.625241773358	895.590301641943	771.394338912196
AGAP006579-RB	148.31529579138	217.07550345017	213.674106048229	170.339422634416	212.631317623823	192.086372433762	205.668207687368	264.987384465503	306.461903085208	296.34146976084	227.515705862164	181.753419187399	116.200380012291	198.105152311831	276.410723675991	160.388660570759	135.741128051824	173.782838942414	126.805071124192	208.942295239226	107.655560623475	189.935175683398	150.672894675774	151.908473478442	182.081007242424	230.573293531119	177.120175486319	171.968277927718	157.320765854211	126.957784075113	193.996341166361	201.36721515412	127.354361532724	137.996851028593	156.30885288484
AGAP006580-RA	106.482776465607	110.038273638335	103.181032198194	83.9701379183742	85.052527049529	89.3619210887503	94.019752085654	103.149451671136	80.7865188648685	99.4056828944589	106.893154909379	103.411428158348	140.443624763056	123.396005889149	146.789545803089	99.6020905827547	126.121678032403	127.135866384187	157.31456192099	118.145381601238	150.549573059391	176.006596133282	148.424045501508	130.733352932962	113.618548519273	110.741295100967	148.202595815083	117.610488927577	140.37852953145	181.803546795561	181.987043856063	159.514421416205	146.797775507185	151.889151467713	202.998510240052
AGAP006590-RD	581.852314258493	804.279745502013	747.453146632587	457.037464955722	736.554884248922	547.028582365714	794.466905123776	658.022364108968	887.773593178066	845.886094064169	710.986580819262	512.878901270189	492.38866062762	559.05945525288	1010.35845269143	581.500440608142	508.762023249355	544.214679845982	325.116761303379	801.857080682475	323.807740937796	298.831343075213	480.129298705637	471.37659649068	444.277657671515	587.590006095431	539.493595741492	408.177579219238	370.308879626066	452.985373580002	569.979726188785	746.243209100562	383.035255296894	633.488900023877	339.007512100886
AGAP006592-RB	976.092117601393	1123.39073905318	1045.62195621319	924.87109050095	855.628422118262	749.136852491673	1089.45387729252	1103.52128899896	1087.10554733377	1133.78745867359	1124.82980441337	881.608539046923	883.624472467562	1259.14291723622	1399.22198631014	937.431440778868	830.479185009977	841.474799089585	836.150732149746	1139.88414470824	607.244646641789	500.162629299615	633.051042555676	630.650329289289	968.670958529696	889.23607110926	666.911681167874	757.055752256505	739.407599514791	792.216572628702	1027.25681608092	1022.62958284151	792.319119459312	1037.29176612097	770.379346360996
AGAP006592-RC	125.497557977322	209.072719912837	84.4947035323794	217.122785188939	238.147075738681	257.228707433038	703.972893741334	610.004515917233	818.402560674537	139.730629729004	121.603222098743	107.589667679897	108.676614399984	146.900007010892	176.834189680914	145.74129430859	64.1296667961372	90.5500055542053	20.9752749227987	110.487810571528	53.8277803117375	70.9091322551353	110.193609538999	78.2558802767731	285.503019356121	285.117513506222	254.836170852765	245.104212218816	88.3416608258261	63.9867231738567	134.873646715661	91.602341011286	56.3859005259388	100.950716524273	59.8845605208152
AGAP006593-RA	773.267781476428	790.27487431168	713.330285590664	1068.81989836102	971.299858905622	952.080280758648	785.064929915211	896.33316624573	662.098208957726	1022.19051278264	1041.47275700697	838.781583951042	987.285243126008	1378.34178006791	1118.5191706516	804.140407793123	1264.42326366384	960.378846787026	1314.76836902452	1035.95996644789	1565.21092437724	1556.20220609931	1600.05618748975	1257.6180289185	1192.99475945236	1499.96604931534	1604.92567175358	1746.36751205906	1708.7455491242	1970.38480884575	1853.12695418914	1997.08896911674	1749.90725770155	999.31947825404	1660.52781376362
AGAP006601-RA	376.492673931966	552.192064076009	542.715980381052	434.245570377878	447.376292280523	429.271284482408	600.551166447115	387.699663177717	630.486092880169	554.233571609672	440.321344534964	436.626030001912	423.002822203014	615.301172222764	756.266607324684	563.191232780429	578.23582894517	475.616190789765	361.346781624577	523.996646175861	255.681956480753	412.792448485252	402.544002193485	488.869087376077	506.913524162909	540.483634298751	347.010956054829	424.979077637463	209.357634559834	448.922724489598	394.459227038267	497.495472733708	437.476814425387	470.485908204868	421.221908748107
AGAP006607-RA	612.275964677237	524.182321695342	541.091082236199	677.758970341163	678.719165855242	639.73113601853	514.758142668956	553.983693026875	466.278712143969	442.636625718723	517.794365065614	497.210503064378	636.176181218368	526.321739404738	461.829097321998	567.58544265908	656.260256880471	663.118727543423	733.181200710553	606.042050065609	800.688232137095	1034.51359022224	673.530327692451	928.022674341027	585.572519291636	616.514971233744	647.934519508625	671.071613292646	812.017183755196	632.757595830361	551.503884172941	529.872162229077	633.85529556745	634.415053386485	727.749659210585
AGAP006608-RA	3100.6770385104	2906.01077199421	2664.83295755966	4190.10988212687	3044.88046837314	3531.04862021716	1620.66547657646	1926.93846354613	1390.05499307703	529.851045616691	492.296915270716	370.818757537509	592.705535458374	546.468026080518	634.371195020365	850.279611518957	972.633279741414	699.704588373405	2680.06808218123	2885.81033948209	1954.62127256997	4140.58682989808	2910.01083149927	3207.57043393268	1168.23174246739	1505.751042343	976.871988268932	463.523691655745	416.294949644989	440.797426308791	492.38118972224	509.340603036892	608.57885740065	909.482602081063	717.599733698582
AGAP006612-RA	867.074036934224	532.185105232675	680.832322693595	1001.64378802632	978.104061069584	720.741475697117	750.982769784161	604.669199451484	768.350043551738	750.231569014784	663.914365813297	966.217889358298	810.058764258342	592.636599712513	503.033180354444	623.245434455325	804.827318291522	827.755101278342	1059.25138360133	585.257214413539	1304.48261349226	1264.96827005143	895.041971357581	1241.96685286314	971.584254645575	754.528376322263	1212.73099746245	1000.18331760259	1552.63494300733	1022.77190850911	734.414720129795	739.136130918652	1070.35993929411	752.036530437702	821.128973921009
AGAP006614-RA	1452.72930749506	1378.47946430569	1412.03648787765	1637.4176894083	1658.52427746582	1539.19645389315	1297.47257878203	1298.26033999878	1326.83076092192	1069.07998584607	1074.81557596953	1254.51641634521	1296.5956071875	1162.60862691477	1091.04978196331	1400.28821466343	1470.70702519141	1459.77584711628	1777.17783891349	1424.30821152603	1986.58151713006	1913.2803363841	1728.24059042287	1886.42704337774	1708.64817196291	1359.47336150068	1577.8154408118	1354.99143125805	1972.56037186434	1382.31635300983	1272.06172279085	1288.75017698637	1613.80335988032	1460.54385283283	1392.56978024675
AGAP006619-RA	72.2561697445187	84.0292271420014	69.0581711562716	92.3671517102116	57.8357183936797	71.8236001274067	85.7930237781593	49.7962870136517	54.4430888002375	37.5115784507392	63.7436244872442	49.0943143782054	67.7138905107592	53.7234311354119	61.8061245486689	75.4339362501745	73.7491168155578	104.269703365449	104.876374613993	76.5757102970986	82.423788602348	84.8377118052511	77.5852965121521	90.2244266720443	53.8959781437575	63.6349233042872	72.2939491780893	53.3694655637745	135.537890582089	79.2216572628703	64.6654470554537	90.0229903041948	121.521337340385	86.1322627225447	108.604202978428
AGAP006629-RA	349.871979815564	303.105426476505	290.044318856341	251.910413755123	321.49855224722	292.305349355725	352.574070321202	290.774747383287	318.755503782035	335.728627134116	300.085370663026	308.145164714268	293.426858879957	318.143443755017	340.792103414188	290.017851990962	277.895222783261	291.772240119106	265.051201297183	297.551331440155	267.456783423946	270.974183974981	261.990928801905	302.896289541863	278.219779066424	281.8118032047	225.014916816803	331.088351182675	275.916420113539	340.246861321302	303.00380905984	304.81468646859	236.237479789709	264.87986170589	216.193413405655
AGAP006630-RA	632.558398289734	539.187540827842	606.087008030337	929.669384096286	806.297956429535	759.158750183869	797.992645826988	619.785929437772	700.735239719185	641.447991507641	519.755707357529	887.875898329247	748.196691446043	528.00059662772	446.377566184831	599.077280122745	914.916579624891	821.352575633095	1179.38250361372	645.423843932688	1583.7142238594	1311.81894672	986.120362915325	1468.44857695827	1044.41665754254	814.031161749648	1365.45196510116	1185.98812363943	1643.39692330783	1179.18389848965	795.38499878208	848.111329707941	1135.49537610856	709.433475757734	1100.25192550108
AGAP006631-RA	370.154413428061	565.196587324176	448.471887979552	389.861354621023	452.479443903494	324.041358714347	406.635427770454	334.346498520233	425.885452711535	517.659782620201	575.653962677113	395.888194666805	341.913348381488	422.232591579878	505.608435543972	469.448088702542	477.766017631222	318.296989220843	278.399103520782	493.366362057021	246.430306739673	207.662458747182	292.350392654486	284.483141241446	345.225589731636	386.768105278005	328.937468760306	386.434463619182	399.352713322227	391.029974951347	461.896050396098	420.896963439788	349.98145154031	444.553614051844	394.8321024169
AGAP006633-RA	512.131448715536	538.187192885675	530.529244294651	421.050262990705	443.974191198542	385.843061149557	566.469006316065	442.831266657117	576.043004079932	512.03304585259	504.064969022208	518.101700672125	402.939447236864	354.238874049122	620.636500676217	446.744670996179	430.737595314055	433.542450835286	301.281221618381	529.46633976851	308.66867772512	314.026157129885	344.073923662588	322.230095257301	367.075310600727	447.097318280771	422.919602691823	477.360219764872	306.170413547041	415.405869493768	467.438803000851	491.967745258889	372.341377610941	376.018265218851	395.847094968101
AGAP006634-RA	1115.53384868731	1160.40361291335	1088.68175705181	825.306498397735	928.773595380857	821.795610760096	1195.22609838888	1309.82019234123	1249.556699399	1539.85029540284	1412.16645017895	1171.99618579461	1047.47536802446	1268.37663196262	1382.91203677647	1313.86875371663	987.596868660513	1131.41774616719	795.153603891549	1198.95683550886	640.887009336625	628.052314259769	712.885188242094	673.92122779527	974.497550761454	1122.28864736652	930.7845956679	919.14079582056	867.68453167284	1009.5682989653	1217.55798884411	1130.02543092371	810.790362735051	1015.06408541838	821.128973921009
