id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AGAP011099-RA	2613.27187233249	3.45398667244163	0.180790942286554	1347.50488244616	3.25921839258402e-289	3.9042177124764e-285
AGAP029405-RA	1226.82021497743	-6.42729840576913	0.286265223392132	1308.12838945407	1.10743792461704e-280	6.63299944949375e-277
AGAP005655-RA	1145.94488532651	-0.489750945737062	0.172348076473046	875.871709456946	4.43446361254772e-187	1.77068132049031e-183
AGAP010765-RA	445.940128501826	-1.26878857899438	0.225540380426999	670.005788323736	1.49958612199847e-142	3.59270843108394e-139
AGAP010766-RA	2663.31196792308	-1.23966975374125	0.220481439546563	670.400785731584	1.23191746180192e-142	3.59270843108394e-139
AGAP011925-RA	1258.82855501485	1.5041540258274	0.217928768702612	657.576265410805	7.29199030317823e-140	1.45584586402953e-136
AGAP012577-RA	6756.52687350396	-2.27575691539693	0.142734684840674	645.393928794322	3.13373543409612e-137	5.36271668071963e-134
AGAP008359-RA	176.870115442883	3.59685233899989	0.23406419597531	622.612398362453	2.62828156542815e-132	3.93552310903298e-129
AGAP006721-RB	1465.25735777317	-2.67803036849572	0.144091975822604	588.098307352208	7.53845555992493e-125	1.00336843502601e-121
AGAP000743-RB	2855.94441769134	0.480784226277651	0.116887570744442	577.637060994613	1.37170554956742e-122	1.64316607782681e-119
AGAP011254-RA	561.899054128149	2.6840443828683	0.164812916970907	568.622541380612	1.21486546599768e-120	1.32298849247147e-117
AGAP007302-RA	201.588179308634	4.34277917641979	0.258592240418276	567.881529892008	1.7562659408671e-120	1.75319247547058e-117
AGAP007572-RA	1502.8087820935	4.57209002571563	0.24662775836746	541.26064884377	9.86454029653882e-115	9.0897944778645e-112
AGAP005079-RD	15521.2096011421	2.74722552647827	0.167916832239672	456.957037152116	1.55067253119547e-96	1.32682187508504e-93
AGAP002905-RA	1667.77853177235	-3.97358755352192	0.32926462971487	437.702728754311	2.20607872479222e-92	1.76177446961907e-89
AGAP005914-RA	5499.69387706886	-0.711105479862783	0.183265984581256	431.941198464834	3.85592952019754e-91	2.71706939543802e-88
AGAP008028-RA	57.3030186474237	10.0553407972927	1.25235501757547	431.974012011324	3.79361255608885e-91	2.71706939543802e-88
AGAP003844-RA	1725.21944971624	0.12046133475586	0.219260072821262	421.53007697666	6.77728306223104e-89	4.51028187791476e-86
AGAP003502-RA	3436.90695682305	-2.20958585682993	0.17220578490874	406.357917521481	1.2643972684617e-85	7.97169204152773e-83
AGAP013043-RA	11137.3021760772	0.509364474588648	0.141276496214871	402.07353446388	1.06011927587144e-84	6.34958440283199e-82
AGAP002550-RA	659.168450803045	-0.224056801996481	0.232223453777367	392.280026131192	1.36774394363548e-82	7.80200223848069e-80
AGAP013405-RA	306.823632958222	3.40279709950387	0.241052855332906	386.36890911675	2.56889998965876e-81	1.3987660443692e-78
AGAP007847-RB	1339.33025633918	0.796920628911116	0.172097395211426	367.428677912031	3.09026572416826e-77	1.60949100477442e-74
AGAP001235-RB	736.311610810935	6.09756574477491	0.522490643216273	351.552243902305	8.10782920923832e-74	4.04682025406107e-71
AGAP010645-RA	1131.0766228123	-2.20529481562892	0.19436369956389	347.869448359985	5.03259783217097e-73	2.41141957726304e-70
AGAP007636-RA	1588.37557308963	-0.0248551395027093	0.231762309065923	341.307120419798	1.30151453831669e-71	5.82278460411267e-69
AGAP001890-RA	743.009230703521	4.00054360750205	0.314167604386094	341.290279973765	1.31242327665951e-71	5.82278460411267e-69
AGAP012900-RA	960.203816832651	-2.19218082249442	0.176179159939423	336.800470796899	1.21463976201908e-70	5.19648918186661e-68
AGAP011045-RA	1147.17034212969	-0.793441582211058	0.192701098797729	323.844666995685	7.45358006565244e-68	3.07884260711899e-65
AGAP002377-RA	2369.03226392355	-1.66942719749106	0.267913713380553	322.138808566207	1.73527399320426e-67	6.92894905486459e-65
AGAP011859-RA	406.485939241456	2.4299109333623	0.18043506949825	322.065529607384	1.79942228469767e-67	6.9533159833527e-65
AGAP000102-RA	1824.29160676009	-1.35690922888403	0.106459147705857	316.580473187198	2.72318815711137e-66	1.01940846668866e-63
