id	M_ZT0	M_ZT0.1	M_ZT0.2	M_ZT4	M_ZT4.1	M_ZT4.2	M_ZT8	M_ZT8.1	M_ZT8.2	M_ZT12	M_ZT12.1	M_ZT12.2	M_ZT16	M_ZT16.1	M_ZT16.2	M_ZT20	M_ZT20.1	M_ZT20.2
AGAP009970-RA	759.090005869967	813.035854448875	1074.11123649311	808.580454045464	654.57838939915	709.826230302847	807.908570573288	809.548930695403	966.917910058415	725.22761947156	877.252013712155	615.915518067749	860.758693428199	930.769950388343	949.865003915618	985.463427035808	879.573088311194	1089.23001300433
AGAP009971-RA	186.240356770127	147.274484800913	171.330626679883	143.693514423742	158.060923424467	151.026857511244	146.136403206639	195.565191123047	153.324288212746	150.144780593721	129.007649075317	174.615224194465	241.318330635349	144.119218124647	183.368266995604	153.39407937915	147.863955513377	141.673498313064
AGAP009972-RA	314.681982128836	432.744890271176	397.849484069152	295.911220381096	295.505204663133	308.766019800766	359.994554240744	299.260222695267	380.208784065133	364.502423328154	355.267218222796	204.246898603223	373.023757566613	398.90140730929	526.64061516273	352.432250671121	394.666293024677	375.342774751493
AGAP009973-RA	533.03274523864	464.015500057671	414.323582788372	395.76603548912	431.231432386316	505.100934565383	386.132772700468	414.780126288881	419.204556789762	427.770978672678	485.267233829461	465.640597851906	447.798451566299	464.956048949753	387.593588057059	446.713489704159	459.900391045284	486.657666283186
AGAP009974-RA	2.56883250717417	5.04364673975729	3.29481974384391	4.87096659063533	3.43610703096666	1.67807619456938	7.12860503447019	1.81921108021439	4.43133780961694	2.83292038856078	2.97709959404578	1.05827408602706	2.54913729544383	6.00496742186028	2.60713175823134	3.74131900924756	904.579492552427	1.83991556250732
AGAP009975-RA	122.019544090773	161.396695672233	123.555740394147	121.774164765883	111.673478506417	130.889943176411	150.888806562952	93.689370631041	165.732034079673	173.752450498394	158.778645015775	96.3029418284625	110.462616135899	111.520823548834	266.796483259007	145.911441360655	167.43418491956	95.6756092503807
AGAP009978-RA	15.412995043045	23.2007750028835	28.8296727586342	21.919349657859	60.1318730419166	61.2497811017823	19.0096134252538	40.0226437647165	32.7918997911653	12.27598835043	9.92366531348592	22.2237558065683	17.8439610681068	27.4512796427898	28.6784493405447	54.6232575350144	50.0128084824659	37.7182690314001
AGAP009979-RA	878.540717453565	819.088230536584	938.199922059553	815.886903931417	776.560188998466	672.908554022321	862.561209170893	854.119602160655	826.88763527452	998.132283569581	873.282547586761	709.04363763813	982.267571177688	1068.88420109113	773.449088275297	1074.5068194559	869.787973608103	1045.07203950416
AGAP009980-RA	161.836447951973	139.204650017301	120.260920650303	94.9838485173889	120.263746083833	111.592066938864	108.117176356131	120.06793129415	104.57957230696	89.709145637758	111.145051511042	92.0698454843542	115.560890726787	136.398545725112	164.249300768574	175.093729632786	117.421376437094	118.674553781722
AGAP009981-RA	60.3675639185929	55.4801141373302	70.838624492644	47.4919242586944	30.9249632787	41.9519048642345	53.4645377585264	45.4802770053597	41.6545754103992	66.1014757330849	46.6412269733838	67.7295415057318	61.1792950906519	93.5059212832529	98.2019628933804	43.3993005072717	57.6234532515368	47.8378046251903
