CycID	BH.Q	ADJ.P	PER	LAG	AMP
AGAP009279-RA	0.00100774840362693	0.000123575945529727	24	12	37.5973722156553
AGAP009281-RA	0.0290788229269775	0.0191856279224977	24	16	2.30637365374798
AGAP009283-RA	0.253882282376914	0.241446195902603	20	6	72.2749920817561
AGAP009284-RA	0.000741328716315586	7.11438421522455e-05	24	12	1131.71686725397
AGAP009285-RB	0.0372538367193119	0.0265034793054751	24	16	95.3810705874102
AGAP009291-RA	0.0174464485217839	0.00969117950210387	24	6	111.800777341564
AGAP009323-RA	0.00473530063064799	0.00137277958969135	24	22	156.873987309049
AGAP009325-RA	0.00353659496976724	0.000883854124400343	24	22	247.826667389227
AGAP009329-RA	0.0174464485217839	0.00969117950210387	20	12	49.0630310273176
AGAP009333-RA	0.316712070209864	0.305419770472292	24	8	66.2712694719113
AGAP009336-RA	0.00197112314418885	0.000345488428471622	20	4	24.9569289094091
AGAP009341-RA	0.0372538367193119	0.0265034793054751	20	12	32.8528590914586
AGAP009346-RA	0.0225397403608559	0.0137221278371488	24	20	9.4586342376859
AGAP009348-RA	0.0372538367193119	0.0265034793054751	20	18	68.96564906434
AGAP009363-RA	4.77005384630199e-05	5.40425960594028e-07	24	8	118.596567088141
AGAP009366-RA	0.0269678249685143	0.0164538778798233	20	2	3.07333615771603
AGAP009374-RA	3.83353842016719e-05	2.17161456657255e-07	24	8	50.3964779389543
AGAP009380-RA	0.0210621508768278	0.0117066536696264	24	4	6.46747007085796
AGAP009387-RA	0.00623554422873369	0.00209444471261698	24	12	14.557099204606
AGAP009388-RA	0.000741328716315586	7.11438421522455e-05	24	4	167.491446459199
AGAP009388-RB	0.000741328716315586	7.11438421522455e-05	24	4	143.600882473988
AGAP009405-RA	0.0999941246176127	0.0864660957623142	20	14	20.0204434696623
AGAP009415-RA	0.0104020698840456	0.00464124344376445	20	10	34.8580765005176
AGAP009417-RA	0.00623554422873369	0.00209444471261698	16	12	12.8118538007496
AGAP009418-RA	0.00139769088311367	0.000209118029496181	20	10	9.60475940395957
AGAP009424-RA	0.0174464485217839	0.00969117950210387	12	0	25.4835632158832
AGAP009424-RD	0.000365855301005208	2.15782700026397e-05	24	14	165.659991173603
AGAP009428-RA	0.0026302037439377	0.000558293830352654	24	8	20.240054532974
AGAP009433-RA	0.000262782766202739	1.12958936488348e-05	20	4	90.4925857460794
AGAP009435-RA	0.0290788229269775	0.0191856279224977	20	4	16.6209806692315
AGAP009437-RA	0.013521274767482	0.00675387899915211	24	0	4.80708024240774
AGAP009438-RA	0.0225397403608559	0.0137221278371488	24	22	82.2465809476427
AGAP009441-RB	0.061568036359375	0.0488892471324194	20	10	130.019489601251
AGAP009444-RA	0.00353659496976724	0.000883854124400343	20	4	65.8803495176297
AGAP009447-RA	0.0999941246176127	0.0864660957623142	24	0	94.8396712610028
AGAP009447-RH	0.126881025204327	0.113309279422725	24	20	16.1619908858815
AGAP009447-RJ	0.0372538367193119	0.0265034793054751	20	0	24.6625576165456
AGAP009450-RA	0.00805338209321419	0.0031424559917207	24	16	8.98381329230254
AGAP009451-RA	0.0104020698840456	0.00464124344376445	12	8	81.8971323685641
AGAP009457-RA	0.0372538367193119	0.0265034793054751	20	14	50.2515125590757
AGAP009464-RA	0.00353659496976724	0.000883854124400343	20	10	70.6775525082294
AGAP009467-RA	0.0174464485217839	0.00969117950210387	16	4	13.2277416094275
AGAP009468-RA	0.00197112314418885	0.000345488428471622	24	4	59.4576685570263
AGAP009471-RA	0.013521274767482	0.00675387899915211	24	20	25.2958177758551
AGAP009472-RA	0.253882282376914	0.241446195902603	8	6	87.1467126966924
AGAP009473-RA	0.203160260353675	0.189282268560105	8	4	878.823160307415
AGAP009473-RB	0.0372538367193119	0.0265034793054751	20	8	1137.55281714058
AGAP009480-RA	0.061568036359375	0.0488892471324194	20	6	9.71247614816414
AGAP009488-RA	0.00353659496976724	0.000883854124400343	20	0	47.8836248538227
AGAP009491-RA	0.0290788229269775	0.0191856279224977	20	6	418.96858450651
AGAP009493-RA	0.0290788229269775	0.0191856279224977	20	12	345.568216136008
AGAP009494-RA	0.0480192513252851	0.0361944506823709	16	12	35.0623558651037
AGAP009496-RA	0.316712070209864	0.305419770472292	12	0	221.943791128269
AGAP009497-RA	0.0104020698840456	0.00464124344376445	12	10	130.689195497434
AGAP009498-RA	0.0372538367193119	0.0265034793054751	20	8	156.37184521903
AGAP009505-RA	0.0026302037439377	0.000558293830352654	24	22	165.389218630325
AGAP009509-RA	0.0104020698840456	0.00464124344376445	24	22	84.6381656057955
AGAP009510-RA	4.77005384630199e-05	5.40425960594028e-07	24	8	1420.78618736343
AGAP009514-RA	0.0480192513252851	0.0361944506823709	24	10	57.2606087930087
AGAP009518-RA	0.0225397403608559	0.0137221278371488	24	18	244.805892759685
AGAP009528-RA	0.126881025204327	0.113309279422725	12	6	273.434442432156
AGAP009531-RA	0.0999941246176127	0.0864660957623142	24	20	572.465713003207
AGAP009533-RA	0.0026302037439377	0.000558293830352654	20	12	47.7274754401667
AGAP009537-RA	0.00353659496976724	0.000883854124400343	20	8	2849.12867259803
AGAP009539-RA	0.126881025204327	0.113309279422725	16	2	34.9018243732902
AGAP009546-RA	0.0026302037439377	0.000558293830352654	20	6	48.7032473447888
AGAP009560-RA	0.0290788229269775	0.0191856279224977	16	12	71.839862235568
AGAP009562-RA	0.316712070209864	0.305419770472292	24	4	60.6076060377624
AGAP009563-RA	0.00139769088311367	0.000209118029496181	20	14	101.794182684428
AGAP009564-RB	1	1	12	8	11.1544747420974
AGAP009570-RA	0.00623554422873369	0.00209444471261698	20	0	61.5827074400515
AGAP009583-RC	0.0999941246176127	0.0864660957623142	20	16	13.8462356624339
AGAP009584-RA	0.253882282376914	0.241446195902603	16	6	94.8231526558571
AGAP009584-RB	0.0174464485217839	0.00969117950210387	24	2	185.008203727206
AGAP009587-RB	0.00353659496976724	0.000883854124400343	24	2	25.3220690384697
AGAP009589-RB	0.0174464485217839	0.00969117950210387	24	10	150.784226724105
AGAP009591-RA	0.0174464485217839	0.00969117950210387	20	18	178.482497593222
AGAP009598-RA	0.393322460862855	0.383230548338216	24	16	261.606886602588
AGAP009609-RA	0.0999941246176127	0.0864660957623142	24	14	16.6251702495675
AGAP009613-RA	0.00139769088311367	0.000209118029496181	16	4	49.320181889648
AGAP009621-RA	0.061568036359375	0.0488892471324194	20	18	107.183140498877
AGAP009624-RA	0.000741328716315586	7.11438421522455e-05	24	18	94.7861860258986
AGAP009632-RA	0.253882282376914	0.241446195902603	16	2	13.5949576978291
AGAP009634-RA	0.203160260353675	0.189282268560105	24	14	19.8970471932412
AGAP009635-RA	0.00473530063064799	0.00137277958969135	24	8	4578.23640436702
AGAP009642-RA	0.00353659496976724	0.000883854124400343	24	22	176.651197593107
AGAP009643-RA	0.0104020698840456	0.00464124344376445	24	12	71.775270768674
AGAP009644-RA	0.0174464485217839	0.00969117950210387	24	0	6.55489258123025
AGAP009647-RA	0.061568036359375	0.0488892471324194	16	4	49.3277491977907
AGAP009651-RA	0.00100774840362693	0.000123575945529727	24	0	330.823518975886
AGAP009652-RA	0.0480192513252851	0.0361944506823709	20	6	136.893660455485
AGAP009662-RA	0.00805338209321419	0.0031424559917207	16	8	52.1281736111146
AGAP009668-RA	0.000741328716315586	7.11438421522455e-05	20	2	509.956078260723
AGAP009687-RA	0.0026302037439377	0.000558293830352654	20	4	21.4364840629238
AGAP009688-RA	0.013521274767482	0.00675387899915211	24	12	68.1376121063922
AGAP009694-RA	0.00139769088311367	0.000209118029496181	20	0	135.301188627127
AGAP009700-RA	0.160769249698264	0.147108417084783	16	4	14.0921834574303
AGAP009701-RA	0.0225397403608559	0.0137221278371488	16	2	74.6102836076927
AGAP009708-RA	0.0225397403608559	0.0137221278371488	24	14	370.703251817444
AGAP009729-RA	0.0225397403608559	0.0137221278371488	20	0	47.0902740207814
AGAP009730-RA	0.00197112314418885	0.000345488428471622	20	0	2503.05712614636
AGAP009736-RB	0.061568036359375	0.0488892471324194	24	18	127.31341515396
AGAP009737-RA	0.0104020698840456	0.00464124344376445	20	2	73.2177441620842
AGAP009738-RA	0.00353659496976724	0.000883854124400343	20	2	44.7125432642699
AGAP009740-RA	0.0290788229269775	0.0191856279224977	20	0	11.079778555593
AGAP009744-RA	0.061568036359375	0.0488892471324194	20	12	22.8903482366772
AGAP009745-RA	0.000538068489749162	3.9803800308002e-05	20	0	130.321731891846
AGAP009746-RA	0.0174464485217839	0.00969117950210387	20	0	26.9552899198386
AGAP009770-RA	0.0372538367193119	0.0265034793054751	24	14	66.4134031767604
AGAP009772-RA	0.0372538367193119	0.0265034793054751	16	2	72.6562496281043
